image,height,width,person_id,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,arousal,valence,dominance,Disconnection,Doubt/Confusion,Fatigue,Pain,Disquietment,Annoyance,others,adhd_emotion
h705hnfsvdwf6mh2xw.jpg,300,300,0,131,41,300,300,7.0,3.0,4.0,0,0,0,0,0,1,1,1
COCO_train2014_000000282027.jpg,426,640,0,149,31,295,402,7.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000396793.jpg,427,640,0,374,23,467,305,6.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_88u3mzsacaic5583.jpg,3630,2586,0,754,2357,1700,3347,6.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000252375.jpg,640,443,0,38,46,294,384,7.0,5.0,7.0,0,0,0,0,0,0,1,0
frame_hdepjixs67t3l4zo.jpg,316,420,0,210,87,396,311,6.0,8.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000483078.jpg,430,640,0,248,140,351,360,7.0,6.0,5.0,0,0,0,0,0,0,1,0
COCO_val2014_000000110392.jpg,426,640,0,38,48,385,420,7.0,7.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000509626.jpg,457,640,0,349,237,527,421,5.0,2.0,4.0,0,0,0,0,0,0,1,0
ab3l4riuiqrc4ivkqk.jpg,400,300,0,53,54,233,356,5.0,3.0,6.0,1,0,0,0,0,0,1,1
4le1bbiky5djx0iuln.jpg,720,1280,0,112,230,382,714,6.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000102225.jpg,375,500,0,17,161,149,328,9.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000533291.jpg,375,500,0,94,120,236,237,9.0,5.0,3.0,0,0,0,0,0,0,1,0
frame_482f0lsguoiv0sk6.jpg,305,400,0,82,55,200,244,6.0,5.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000377160.jpg,375,500,0,88,14,216,231,6.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000510791.jpg,428,640,0,248,44,366,372,5.0,7.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000252801.jpg,480,640,0,175,64,471,471,6.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000108758.jpg,480,640,0,59,193,262,453,5.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000107072.jpg,458,640,0,166,47,293,413,6.0,7.0,6.0,0,0,0,0,0,0,1,0
frame_ddghjgrf7k9jei5j.jpg,800,533,0,260,292,317,427,2.0,5.0,9.0,0,0,0,0,0,0,1,0
frame_7qztqnocqk4d67lc.jpg,733,1100,0,405,19,674,702,10.0,9.0,10.0,0,0,0,0,0,0,1,0
frame_hkvjon62ft6acgnx.jpg,381,364,0,14,51,358,370,6.0,5.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000571264.jpg,426,640,0,265,29,415,387,4.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000565387.jpg,640,594,0,207,167,414,400,4.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000385280.jpg,579,640,0,164,124,495,504,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000331832.jpg,480,640,0,47,49,245,282,8.0,6.0,9.0,0,0,0,0,0,0,1,0
frame_6x5lpc7dh3yvrnc3.jpg,512,760,0,304,115,463,424,4.0,8.0,7.0,0,0,0,0,0,0,1,0
frame_jsnriwfd0ffphs5g.jpg,746,1059,0,291,383,393,532,3.0,4.0,4.0,0,0,0,0,0,0,1,0
frame_63mtckpdjfc0y9q8.jpg,2508,4000,0,2612,503,3188,2095,7.0,7.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000202476.jpg,427,640,0,286,66,507,426,8.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000269588.jpg,635,640,0,107,91,302,612,7.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_98zn80gxar4u0kzg.jpg,350,620,0,425,67,495,281,4.0,5.0,5.0,0,0,0,0,0,1,1,1
COCO_train2014_000000106596.jpg,458,640,0,176,25,351,452,7.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000385744.jpg,427,640,0,26,64,300,420,4.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000147012.jpg,480,640,0,305,86,411,326,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000334220.jpg,425,640,0,105,80,202,322,7.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000167397.jpg,375,500,0,237,156,321,346,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000221625.jpg,320,640,0,336,22,527,307,7.0,7.0,7.0,0,0,0,0,0,0,1,0
frame_0v2clxpnah9oj514.jpg,455,634,0,54,6,314,405,2.0,5.0,8.0,0,0,0,0,0,0,1,0
COCO_val2014_000000160480.jpg,427,640,0,247,48,488,318,5.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000560391.jpg,427,640,0,46,48,251,258,4.0,3.0,6.0,1,0,0,0,0,0,1,1
COCO_train2014_000000028642.jpg,429,640,0,267,25,551,428,4.0,4.0,3.0,0,0,0,0,0,0,1,0
COCO_val2014_000000178283.jpg,426,640,0,310,35,462,277,5.0,5.0,5.0,0,0,0,0,0,0,1,0
frame_1cnsgmoppetoruv9.jpg,600,900,0,34,384,116,582,2.0,5.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000336858.jpg,315,640,0,138,35,427,264,10.0,6.0,10.0,0,0,0,0,0,0,1,0
frame_hqxrmmcc6c2zqzr4.jpg,320,450,0,61,20,213,213,4.0,7.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000431405.jpg,375,500,0,71,48,180,360,9.0,6.0,9.0,0,0,0,0,0,0,1,0
frame_ek3zcwpt9ed6j6gm.jpg,1200,1600,0,81,783,236,1199,2.0,7.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000091159.jpg,426,640,0,355,168,574,412,4.0,6.0,7.0,0,0,1,0,0,1,1,1
COCO_train2014_000000361895.jpg,427,640,0,264,68,428,346,8.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_4b7yta6mg9sm2x6n.jpg,619,1100,0,227,18,613,618,8.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000389772.jpg,480,640,0,330,65,478,461,8.0,8.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000025461.jpg,457,640,0,30,83,147,426,5.0,5.0,5.0,0,0,0,0,0,0,1,0
COCO_train2014_000000024571.jpg,480,640,0,159,180,378,447,8.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_fvot32utqi78m926.jpg,1071,1600,0,802,659,885,901,3.0,5.0,3.0,1,0,0,0,0,0,0,1
COCO_train2014_000000254011.jpg,514,640,0,81,11,398,389,8.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000563349.jpg,640,427,0,185,247,363,413,5.0,7.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000213135.jpg,480,640,0,240,8,510,384,8.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000256276.jpg,480,640,0,75,41,317,472,2.0,9.0,7.0,0,0,0,0,0,0,1,0
frame_6npxf90s9ozbfo99.jpg,798,1200,0,94,584,187,730,3.0,7.0,8.0,1,0,0,0,0,0,1,1
frame_gfeivpuiazkxf29e.jpg,361,379,0,144,40,252,265,4.0,6.0,9.0,0,0,0,0,0,0,1,0
frame_jbtqq5ahai9ylby3.jpg,3376,4576,0,1935,466,3805,3203,7.0,3.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000394058.jpg,480,640,0,332,171,439,449,4.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000006692.jpg,640,640,0,167,8,446,578,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000288223.jpg,426,640,0,133,44,296,204,10.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000360548.jpg,480,640,0,374,167,491,479,2.0,9.0,8.0,0,0,0,0,0,0,1,0
COCO_val2014_000000047801.jpg,612,612,0,58,80,559,529,5.0,8.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000002842.jpg,480,640,0,102,110,214,454,7.0,4.0,5.0,0,0,0,0,0,0,1,0
COCO_train2014_000000199865.jpg,427,640,0,148,73,393,270,4.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_2m658fp3xgkeqkug.jpg,1067,1600,0,460,235,1599,1066,2.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000441828.jpg,427,640,0,319,7,550,246,7.0,5.0,7.0,0,0,0,0,0,0,1,0
03tzxn73art6yidfhe.jpg,480,720,0,214,254,245,412,4.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000087604.jpg,375,500,0,54,31,200,333,10.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000042312.jpg,515,640,0,61,25,586,505,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000156763.jpg,463,640,0,378,136,578,458,8.0,6.0,6.0,0,0,0,0,0,0,1,0
sun_ajjqvlkgojhqxjal.jpg,1228,1818,0,1196,116,1808,1219,3.0,5.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000162177.jpg,640,480,0,207,156,314,436,5.0,7.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000509403.jpg,427,640,0,359,59,479,373,9.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000367519.jpg,236,640,0,51,48,128,214,2.0,8.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000202906.jpg,500,375,0,110,151,229,294,4.0,8.0,7.0,1,0,0,0,0,0,0,1
frame_c9ctv7ctm2dnic4v.jpg,1521,1600,0,566,9,1103,1028,6.0,5.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000230061.jpg,480,640,0,161,197,274,479,6.0,5.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000163435.jpg,360,640,0,300,76,465,326,6.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_k43u0wqy98p0ihaw.jpg,2592,3888,0,13,859,1557,2517,3.0,6.0,3.0,0,0,0,0,0,0,1,0
frame_8add2r7r1w3oj417.jpg,579,1276,0,932,307,1094,510,4.0,6.0,7.0,1,0,0,0,0,0,0,1
COCO_train2014_000000030299.jpg,480,640,0,368,109,528,356,8.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000181929.jpg,426,640,0,427,100,562,403,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000071223.jpg,480,640,0,334,163,462,372,8.0,4.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000248403.jpg,500,375,0,77,28,333,333,4.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000360271.jpg,640,480,0,223,63,432,362,7.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000470053.jpg,427,640,0,217,72,365,372,9.0,7.0,8.0,0,0,0,0,0,0,1,0
9jhdi4c8zh2fruuuz8.jpg,289,600,0,132,1,479,290,4.0,5.0,4.0,0,1,0,0,0,0,1,1
COCO_train2014_000000055516.jpg,640,480,0,110,158,378,431,9.0,7.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000219935.jpg,480,640,0,181,128,312,452,3.0,3.0,3.0,1,0,0,0,0,0,1,1
COCO_train2014_000000319521.jpg,539,640,0,115,37,219,308,5.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_4pnnwfq2nvd0l7sk.jpg,325,344,0,268,105,319,213,4.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000347263.jpg,480,640,0,322,130,431,465,7.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000129510.jpg,431,640,0,391,138,522,348,6.0,6.0,5.0,0,0,0,0,0,0,1,0
COCO_val2014_000000505818.jpg,480,640,0,205,189,379,339,2.0,5.0,5.0,1,0,0,0,0,0,0,1
COCO_train2014_000000512854.jpg,480,640,0,326,21,470,400,2.0,8.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000415551.jpg,436,640,0,88,55,629,430,4.0,6.0,7.0,0,0,0,0,0,0,1,0
edknfl4d7l58nt06sm.jpg,226,340,0,27,1,339,226,7.0,2.0,2.0,0,0,1,0,0,1,1,1
COCO_train2014_000000178411.jpg,472,640,0,132,189,278,467,10.0,9.0,9.0,0,0,0,0,0,0,1,0
frame_a7xhjxzcp8nhw69p.jpg,2448,3264,0,2130,88,3214,2394,3.0,5.0,3.0,0,0,0,0,0,0,1,0
COCO_val2014_000000222681.jpg,480,640,0,310,143,508,386,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000485090.jpg,427,640,0,95,17,319,418,5.0,5.0,8.0,0,0,0,0,0,0,1,0
frame_fq5auwuqb7gh7kn6.jpg,450,600,0,115,167,261,313,7.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000097924.jpg,400,600,0,106,124,233,354,8.0,7.0,7.0,0,0,0,0,1,0,1,1
COCO_train2014_000000074345.jpg,640,427,0,193,12,381,227,10.0,7.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000439678.jpg,425,640,0,87,61,217,419,3.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000468993.jpg,427,640,0,300,143,390,420,6.0,5.0,7.0,1,0,1,0,0,0,1,1
COCO_train2014_000000246280.jpg,432,640,0,56,38,301,412,8.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000298031.jpg,480,640,0,215,200,558,471,4.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000148911.jpg,640,639,0,206,130,382,483,9.0,7.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000169863.jpg,427,640,0,314,62,446,405,6.0,4.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000426839.jpg,488,640,0,27,10,506,480,4.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000567082.jpg,429,640,0,465,138,628,364,4.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000147568.jpg,480,640,0,118,98,396,472,7.0,4.0,6.0,0,0,0,0,0,0,1,0
frame_3oyfqqmeecsjb728.jpg,400,620,0,94,130,169,213,4.0,6.0,3.0,0,0,0,0,0,0,1,0
COCO_val2014_000000075783.jpg,425,640,0,194,140,397,330,10.0,7.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000458057.jpg,426,640,0,457,69,627,365,6.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_gko26fo2wzz06i1r.jpg,501,700,0,83,98,233,439,6.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000552247.jpg,425,640,0,362,125,520,419,5.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000221521.jpg,334,500,0,87,42,180,244,1.0,5.0,1.0,0,0,0,0,0,0,1,0
COCO_train2014_000000457168.jpg,449,640,0,430,27,569,338,3.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000271906.jpg,429,640,0,231,182,370,428,10.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000552985.jpg,601,640,0,169,110,529,441,6.0,8.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000186246.jpg,640,480,0,347,169,452,456,7.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000481931.jpg,458,640,0,199,21,334,278,4.0,7.0,6.0,0,0,0,0,0,0,1,0
frame_8z9jb1ci5zo2x7tt.jpg,613,900,0,232,63,528,603,6.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000412720.jpg,427,640,0,292,142,458,306,5.0,6.0,9.0,0,0,0,0,0,0,1,0
6h85d8d0rrvntefpkq.jpg,480,852,0,362,8,785,453,6.0,3.0,4.0,0,0,0,0,0,0,1,0
007eear5kx5qhbzewz.jpg,400,580,0,215,111,580,352,4.0,8.0,10.0,0,0,0,0,0,0,1,0
COCO_val2014_000000553443.jpg,360,640,0,182,112,488,355,6.0,5.0,9.0,0,0,0,0,0,0,1,0
frame_dmt5sh6c2mlvoqp0.jpg,480,852,0,12,5,434,470,6.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000510594.jpg,640,549,0,184,60,383,328,7.0,6.0,6.0,0,0,0,0,0,1,0,1
COCO_train2014_000000544819.jpg,480,640,0,144,157,309,360,7.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000509419.jpg,480,640,0,157,40,394,459,4.0,6.0,5.0,0,0,0,0,0,0,1,0
COCO_val2014_000000581328.jpg,480,640,0,235,127,431,479,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000438055.jpg,449,640,0,178,96,296,309,7.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000377110.jpg,424,640,0,175,35,620,422,8.0,8.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000466845.jpg,526,640,0,510,42,609,419,3.0,5.0,5.0,0,0,0,0,0,0,1,0
COCO_train2014_000000259467.jpg,425,640,0,245,77,378,295,8.0,9.0,6.0,0,0,0,0,0,0,1,0
frame_isu79b1cwubdfhmg.jpg,480,846,0,472,43,835,473,4.0,6.0,2.0,0,0,0,0,0,0,1,0
frame_e2f1a6s2780ils40.jpg,1000,1500,0,341,643,452,781,4.0,5.0,8.0,1,0,0,0,0,0,0,1
COCO_val2014_000000242543.jpg,480,640,0,177,152,388,469,6.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000146667.jpg,539,640,0,251,37,455,305,6.0,7.0,7.0,0,0,0,0,0,0,1,0
frame_5mtdu6yxgkltk8nc.jpg,1024,774,0,132,186,209,436,3.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000043264.jpg,480,640,0,261,146,563,413,4.0,5.0,4.0,0,0,0,0,0,0,1,0
COCO_val2014_000000203466.jpg,427,640,0,152,111,326,393,4.0,6.0,7.0,0,0,0,0,0,0,1,0
